fallout,sensitivity
0.0,0.0
0.0,0.000791765637371338
0.0,0.001583531274742676
0.00022396416573348266,0.001583531274742676
0.00022396416573348266,0.0023752969121140144
0.0006718924972004479,0.0023752969121140144
0.0006718924972004479,0.003167062549485352
0.0008958566629339306,0.003167062549485352
0.0008958566629339306,0.004750593824228029
0.0011198208286674132,0.004750593824228029
0.0011198208286674132,0.006334125098970704
0.0015677491601343784,0.006334125098970704
0.0015677491601343784,0.00870942201108472
0.002015677491601344,0.00870942201108472
0.002015677491601344,0.009501187648456057
0.002463605823068309,0.009501187648456057
0.002463605823068309,0.011084718923198733
0.0026875699888017916,0.011084718923198733
0.0026875699888017916,0.01583531274742676
0.003135498320268757,0.01583531274742676
0.003135498320268757,0.022961203483768806
0.0033594624860022394,0.022961203483768806
0.0033594624860022394,0.027711797307996833
0.0035834266517357225,0.027711797307996833
0.0035834266517357225,0.03246239113222486
0.004031354983202688,0.03246239113222486
0.004031354983202688,0.03721298495645289
0.00425531914893617,0.03721298495645289
0.00425531914893617,0.04117181314330958
0.004479283314669653,0.04117181314330958
0.004479283314669653,0.04671417260490895
0.0047032474804031355,0.04671417260490895
0.0047032474804031355,0.047505938242280284
0.004927211646136618,0.047505938242280284
0.004927211646136618,0.04908946951702296
0.005151175811870101,0.04908946951702296
0.005151175811870101,0.0498812351543943
0.005375139977603583,0.0498812351543943
0.005375139977603583,0.050673000791765635
0.005599104143337066,0.050673000791765635
0.005599104143337066,0.05146476642913698
0.0058230683090705485,0.05146476642913698
0.0058230683090705485,0.05779889152810768
0.006047032474804031,0.05779889152810768
0.006047032474804031,0.060174188440221696
0.006270996640537514,0.060174188440221696
0.006270996640537514,0.06096595407759303
0.006494960806270996,0.06096595407759303
0.006494960806270996,0.06334125098970704
0.006718924972004479,0.06334125098970704
0.006718924972004479,0.06571654790182106
0.0069428891377379615,0.06571654790182106
0.0069428891377379615,0.0728424386381631
0.007166853303471445,0.0728424386381631
0.007166853303471445,0.07363420427553444
0.007838745800671893,0.07363420427553444
0.007838745800671893,0.0768012668250198
0.008286674132138858,0.0768012668250198
0.008286674132138858,0.07838479809976247
0.00851063829787234,0.07838479809976247
0.00851063829787234,0.0831353919239905
0.009630459126539754,0.0831353919239905
0.009630459126539754,0.08392715756136183
0.009854423292273236,0.08392715756136183
0.009854423292273236,0.0855106888361045
0.010302351623740201,0.0855106888361045
0.010302351623740201,0.08788598574821853
0.010526315789473684,0.08788598574821853
0.010526315789473684,0.09501187648456057
0.01097424412094065,0.09501187648456057
0.01097424412094065,0.10134600158353127
0.011198208286674132,0.10134600158353127
0.011198208286674132,0.1021377672209026
0.011646136618141097,0.1021377672209026
0.011646136618141097,0.10292953285827396
0.01187010078387458,0.10292953285827396
0.01187010078387458,0.10451306413301663
0.012094064949608062,0.10451306413301663
0.012094064949608062,0.11084718923198733
0.012318029115341545,0.11084718923198733
0.012318029115341545,0.11163895486935867
0.012541993281075027,0.11163895486935867
0.012541993281075027,0.11243072050673
0.01276595744680851,0.11243072050673
0.01276595744680851,0.11322248614410134
0.013213885778275475,0.11322248614410134
0.013213885778275475,0.11401425178147269
0.013437849944008958,0.11401425178147269
0.013437849944008958,0.12351543942992874
0.01366181410974244,0.12351543942992874
0.01366181410974244,0.12430720506730007
0.013885778275475923,0.12430720506730007
0.013885778275475923,0.12668250197941408
0.014109742441209407,0.12668250197941408
0.014109742441209407,0.1290577988915281
0.01522956326987682,0.1290577988915281
0.015677491601343786,0.1290577988915281
0.015677491601343786,0.13618368962787014
0.015901455767077268,0.13618368962787014
0.015901455767077268,0.14330958036421218
0.01612541993281075,0.14330958036421218
0.01612541993281075,0.14806017418844022
0.0167973124300112,0.14806017418844022
0.0167973124300112,0.1496437054631829
0.017469204927211646,0.1496437054631829
0.017469204927211646,0.1543942992874109
0.01769316909294513,0.1543942992874109
0.01769316909294513,0.15756136183689629
0.01791713325867861,0.15756136183689629
0.01791713325867861,0.16547901821060965
0.018141097424412094,0.16547901821060965
0.018141097424412094,0.16706254948535235
0.01858902575587906,0.16706254948535235
0.01858902575587906,0.1749802058590657
0.018812989921612542,0.1749802058590657
0.018812989921612542,0.17656373713380838
0.019036954087346025,0.17656373713380838
0.019036954087346025,0.17814726840855108
0.019260918253079507,0.17814726840855108
0.019260918253079507,0.17973079968329375
0.01948488241881299,0.17973079968329375
0.01948488241881299,0.18448139350752177
0.019708846584546472,0.18448139350752177
0.019708846584546472,0.18606492478226444
0.020156774916013438,0.18606492478226444
0.020156774916013438,0.1868566904196358
0.020828667413213885,0.1868566904196358
0.020828667413213885,0.1876484560570071
0.021052631578947368,0.1876484560570071
0.021052631578947368,0.18844022169437846
0.02127659574468085,0.18844022169437846
0.02127659574468085,0.19714964370546317
0.021724524076147816,0.19714964370546317
0.021724524076147816,0.1995249406175772
0.0219484882418813,0.1995249406175772
0.0219484882418813,0.20902612826603326
0.02306830907054871,0.20902612826603326
0.02306830907054871,0.2121931908155186
0.023516237402015677,0.2121931908155186
0.023516237402015677,0.21536025336500395
0.02374020156774916,0.21536025336500395
0.02374020156774916,0.2161520190023753
0.023964165733482642,0.2161520190023753
0.023964165733482642,0.22486144101346
0.024188129899216124,0.22486144101346
0.024188129899216124,0.22565320665083136
0.024412094064949607,0.22565320665083136
0.024412094064949607,0.22723673792557403
0.024860022396416572,0.22723673792557403
0.024860022396416572,0.22961203483768805
0.025083986562150055,0.22961203483768805
0.025083986562150055,0.23119556611243072
0.025307950727883537,0.23119556611243072
0.025307950727883537,0.23357086302454474
0.02553191489361702,0.23357086302454474
0.02553191489361702,0.24069675376088678
0.025979843225083985,0.24069675376088678
0.025979843225083985,0.2414885193982581
0.026203807390817468,0.2414885193982581
0.026203807390817468,0.24228028503562946
0.026875699888017916,0.24228028503562946
0.026875699888017916,0.24465558194774348
0.02732362821948488,0.24465558194774348
0.02732362821948488,0.2509897070467142
0.027547592385218363,0.2509897070467142
0.027547592385218363,0.2589073634204275
0.028219484882418815,0.2589073634204275
0.028219484882418815,0.2596991290577989
0.02866741321388578,0.2596991290577989
0.02866741321388578,0.26128266033254155
0.028891377379619262,0.26128266033254155
0.028891377379619262,0.2676167854315123
0.029115341545352745,0.2676167854315123
0.029115341545352745,0.2723673792557403
0.029339305711086228,0.2723673792557403
0.029339305711086228,0.273950910530483
0.02956326987681971,0.273950910530483
0.02956326987681971,0.2755344418052256
0.029787234042553193,0.2755344418052256
0.029787234042553193,0.276326207442597
0.030011198208286675,0.276326207442597
0.030011198208286675,0.27790973871733965
0.03045912653975364,0.27790973871733965
0.03045912653975364,0.28741092636579574
0.030907054871220606,0.28741092636579574
0.030907054871220606,0.2905779889152811
0.03113101903695409,0.2905779889152811
0.03113101903695409,0.2937450514647664
0.03135498320268757,0.2937450514647664
0.03135498320268757,0.29453681710213775
0.031802911534154536,0.29453681710213775
0.031802911534154536,0.29612034837688045
0.03202687569988802,0.29612034837688045
0.03202687569988802,0.3000791765637371
0.032474804031354984,0.3000791765637371
0.032474804031354984,0.3016627078384798
0.03314669652855543,0.3016627078384798
0.03314669652855543,0.30245447347585114
0.033370660694288914,0.30245447347585114
0.033370660694288914,0.30324623911322246
0.03381858902575588,0.30324623911322246
0.03381858902575588,0.30641330166270786
0.03404255319148936,0.30641330166270786
0.03404255319148936,0.3087885985748218
0.034266517357222845,0.3087885985748218
0.034266517357222845,0.31274742676167855
0.03449048152295633,0.31274742676167855
0.03449048152295633,0.3174980205859066
0.03471444568868981,0.3174980205859066
0.03471444568868981,0.31987331749802056
0.03493840985442329,0.31987331749802056
0.03493840985442329,0.32145684877276326
0.03561030235162374,0.32145684877276326
0.03561030235162374,0.3222486144101346
0.03583426651735722,0.3222486144101346
0.03583426651735722,0.32304038004750596
0.03650615901455767,0.32304038004750596
0.03650615901455767,0.3254156769596199
0.036730123180291153,0.3254156769596199
0.036730123180291153,0.3269992082343626
0.036954087346024636,0.3269992082343626
0.036954087346024636,0.3285827395091053
0.03717805151175812,0.3285827395091053
0.03717805151175812,0.33016627078384797
0.0374020156774916,0.33016627078384797
0.0374020156774916,0.332541567695962
0.037625979843225084,0.332541567695962
0.037625979843225084,0.3333333333333333
0.037849944008958566,0.3333333333333333
0.037849944008958566,0.3341250989707047
0.03829787234042553,0.3341250989707047
0.03829787234042553,0.33650039588281866
0.038521836506159014,0.33650039588281866
0.038521836506159014,0.33966745843230406
0.0387458006718925,0.33966745843230406
0.0387458006718925,0.342042755344418
0.039417693169092945,0.342042755344418
0.039417693169092945,0.34600158353127475
0.040313549832026875,0.34600158353127475
0.040313549832026875,0.34679334916864607
0.04076147816349384,0.34679334916864607
0.04076147816349384,0.35471100554235946
0.04098544232922732,0.35471100554235946
0.04098544232922732,0.3555027711797308
0.04165733482642777,0.3555027711797308
0.04165733482642777,0.35629453681710216
0.04188129899216125,0.35629453681710216
0.04188129899216125,0.3578780680918448
0.043673012318029114,0.3578780680918448
0.043673012318029114,0.3602533650039588
0.04434490481522956,0.3602533650039588
0.04434490481522956,0.3673792557403009
0.044568868980963045,0.3673792557403009
0.044568868980963045,0.3681710213776722
0.04501679731243001,0.3681710213776722
0.04501679731243001,0.36896278701504354
0.04524076147816349,0.36896278701504354
0.04524076147816349,0.37054631828978624
0.04568868980963046,0.37054631828978624
0.04568868980963046,0.37133808392715756
0.04591265397536394,0.37133808392715756
0.04591265397536394,0.3721298495645289
0.04703247480403135,0.3721298495645289
0.04703247480403135,0.37292161520190026
0.047256438969764836,0.37292161520190026
0.047256438969764836,0.3737133808392716
0.0477043673012318,0.3737133808392716
0.0477043673012318,0.3768804433887569
0.047928331466965284,0.3768804433887569
0.047928331466965284,0.38004750593824227
0.048152295632698766,0.38004750593824227
0.048152295632698766,0.3847980997624703
0.04837625979843225,0.3847980997624703
0.04837625979843225,0.38558986539984164
0.049048152295632697,0.38558986539984164
0.049048152295632697,0.38717339667458434
0.04927211646136618,0.38717339667458434
0.04927211646136618,0.38796516231195566
0.05016797312430011,0.38796516231195566
0.05016797312430011,0.388756927949327
0.05039193729003359,0.388756927949327
0.05039193729003359,0.391132224861441
0.05106382978723404,0.391132224861441
0.05106382978723404,0.3919239904988123
0.05128779395296752,0.3919239904988123
0.05128779395296752,0.3927157561361837
0.051511758118701005,0.3927157561361837
0.051511758118701005,0.393507521773555
0.05195968645016797,0.393507521773555
0.05195968645016797,0.39429928741092635
0.05307950727883538,0.39429928741092635
0.05307950727883538,0.3950910530482977
0.05352743561030235,0.3950910530482977
0.05352743561030235,0.39667458432304037
0.05509518477043673,0.39667458432304037
0.05509518477043673,0.3990498812351544
0.05531914893617021,0.3990498812351544
0.05531914893617021,0.4006334125098971
0.05554311310190369,0.4006334125098971
0.05554311310190369,0.4014251781472684
0.05845464725643897,0.4014251781472684
0.05845464725643897,0.40221694378463974
0.058678611422172455,0.40221694378463974
0.058678611422172455,0.40300870942201106
0.05890257558790594,0.40300870942201106
0.05890257558790594,0.40380047505938244
0.06002239641657335,0.40380047505938244
0.06002239641657335,0.4053840063341251
0.060470324748040316,0.4053840063341251
0.060470324748040316,0.4077593032462391
0.061142217245240764,0.4077593032462391
0.06159014557670773,0.4077593032462391
0.06270996640537514,0.4077593032462391
0.06270996640537514,0.4093428345209818
0.06293393057110862,0.4093428345209818
0.06293393057110862,0.4101346001583531
0.06382978723404255,0.4101346001583531
0.06382978723404255,0.41092636579572445
0.064501679731243,0.41092636579572445
0.064501679731243,0.41488519398258117
0.06472564389697648,0.41488519398258117
0.06472564389697648,0.4156769596199525
0.06562150055991041,0.4156769596199525
0.06562150055991041,0.4164687252573238
0.06629339305711086,0.4164687252573238
0.06629339305711086,0.4172604908946952
0.0669652855543113,0.4172604908946952
0.0669652855543113,0.41963578780680916
0.06741321388577827,0.41963578780680916
0.06741321388577827,0.42042755344418054
0.06763717805151176,0.42042755344418054
0.06763717805151176,0.4220110847189232
0.06786114221724523,0.4220110847189232
0.06786114221724523,0.4235946159936659
0.06898096304591265,0.4235946159936659
0.06898096304591265,0.4243863816310372
0.06920492721164613,0.4243863816310372
0.06920492721164613,0.4259699129057799
0.06987681970884659,0.4259699129057799
0.06987681970884659,0.4267616785431512
0.07032474804031355,0.4267616785431512
0.07032474804031355,0.4283452098178939
0.07099664053751399,0.4283452098178939
0.07099664053751399,0.42992874109263657
0.07368421052631578,0.42992874109263657
0.07368421052631578,0.4307205067300079
0.07435610302351624,0.4307205067300079
0.07435610302351624,0.4323040380047506
0.07502799552071669,0.4323040380047506
0.07502799552071669,0.4338875692794933
0.07569988801791713,0.4338875692794933
0.07569988801791713,0.43626286619160726
0.07592385218365062,0.43626286619160726
0.07592385218365062,0.43705463182897863
0.0761478163493841,0.43705463182897863
0.0761478163493841,0.43784639746634996
0.07838745800671892,0.43784639746634996
0.07838745800671892,0.4386381631037213
0.07995520716685331,0.4386381631037213
0.07995520716685331,0.440221694378464
0.08040313549832027,0.440221694378464
0.08040313549832027,0.4410134600158353
0.0812989921612542,0.4410134600158353
0.0812989921612542,0.4433887569279493
0.08309070548712207,0.4433887569279493
0.08309070548712207,0.44418052256532065
0.083986562150056,0.44418052256532065
0.083986562150056,0.444972288202692
0.08443449048152296,0.444972288202692
0.08443449048152296,0.44576405384006335
0.08465845464725644,0.44576405384006335
0.08465845464725644,0.44655581947743467
0.0851063829787234,0.44655581947743467
0.0851063829787234,0.447347585114806
0.0864501679731243,0.447347585114806
0.0864501679731243,0.4505146476642914
0.08667413213885779,0.4505146476642914
0.08667413213885779,0.4513064133016627
0.08756998880179172,0.4513064133016627
0.08756998880179172,0.45209817893903403
0.08801791713325868,0.45209817893903403
0.08801791713325868,0.45288994457640536
0.08913773796192609,0.45288994457640536
0.08913773796192609,0.45368171021377673
0.08936170212765958,0.45368171021377673
0.08936170212765958,0.45447347585114806
0.08958566629339305,0.45447347585114806
0.08958566629339305,0.45605700712589076
0.09092945128779395,0.45605700712589076
0.09092945128779395,0.4568487727632621
0.09115341545352744,0.4568487727632621
0.09115341545352744,0.4576405384006334
0.09137737961926092,0.4576405384006334
0.09137737961926092,0.4592240696753761
0.09272116461366181,0.4592240696753761
0.09272116461366181,0.4600158353127474
0.09339305711086227,0.4600158353127474
0.09339305711086227,0.46080760095011875
0.09361702127659574,0.46080760095011875
0.09361702127659574,0.46239113222486145
0.0942889137737962,0.46239113222486145
0.0942889137737962,0.46476642913697547
0.09451287793952967,0.46476642913697547
0.09451287793952967,0.4655581947743468
0.09496080627099664,0.4655581947743468
0.09496080627099664,0.4663499604117181
0.0954087346024636,0.4663499604117181
0.0954087346024636,0.46951702296120346
0.09742441209406495,0.46951702296120346
0.09742441209406495,0.47110055423594616
0.09809630459126539,0.47110055423594616
0.09809630459126539,0.4718923198733175
0.09854423292273236,0.4718923198733175
0.09854423292273236,0.4734758511480602
0.09988801791713325,0.4734758511480602
0.09988801791713325,0.4742676167854315
0.10011198208286674,0.4742676167854315
0.10011198208286674,0.4750593824228028
0.10055991041433371,0.4750593824228028
0.10055991041433371,0.4758511480601742
0.10078387458006718,0.4758511480601742
0.10078387458006718,0.4766429136975455
0.10100783874580067,0.4766429136975455
0.10100783874580067,0.47743467933491684
0.1043673012318029,0.47743467933491684
0.1043673012318029,0.4782264449722882
0.10503919372900336,0.4782264449722882
0.10503919372900336,0.47901821060965954
0.10548712206047033,0.47901821060965954
0.10548712206047033,0.47980997624703087
0.10683090705487122,0.47980997624703087
0.10683090705487122,0.4821852731591449
0.1070548712206047,0.4821852731591449
0.1070548712206047,0.4829770387965162
0.10727883538633819,0.4829770387965162
0.10727883538633819,0.4837688044338876
0.10817469204927212,0.4837688044338876
0.10817469204927212,0.4845605700712589
0.10884658454647256,0.4845605700712589
0.10884658454647256,0.48535233570863023
0.10929451287793952,0.48535233570863023
0.10929451287793952,0.48614410134600156
0.10951847704367301,0.48614410134600156
0.10951847704367301,0.48772763262074426
0.10974244120940649,0.48772763262074426
0.10974244120940649,0.4885193982581156
0.11108622620380738,0.4885193982581156
0.11108622620380738,0.4901029295328583
0.11153415453527436,0.4901029295328583
0.11153415453527436,0.4908946951702296
0.11198208286674133,0.4908946951702296
0.11198208286674133,0.4932699920823436
0.11377379619260919,0.4932699920823436
0.11377379619260919,0.49406175771971494
0.11422172452407615,0.49406175771971494
0.11422172452407615,0.4948535233570863
0.11444568868980963,0.4948535233570863
0.11444568868980963,0.49643705463182897
0.11511758118701008,0.49643705463182897
0.11511758118701008,0.4972288202692003
0.11534154535274356,0.4972288202692003
0.11534154535274356,0.49802058590657167
0.11556550951847705,0.49802058590657167
0.11556550951847705,0.498812351543943
0.11601343784994401,0.498812351543943
0.11601343784994401,0.4996041171813143
0.11758118701007839,0.4996041171813143
0.11758118701007839,0.5003958828186856
0.11825307950727884,0.5003958828186856
0.11825307950727884,0.501187648456057
0.11959686450167974,0.501187648456057
0.11959686450167974,0.5019794140934284
0.11982082866741321,0.5019794140934284
0.11982082866741321,0.5027711797307997
0.1200447928331467,0.5027711797307997
0.1200447928331467,0.5043547110055424
0.12049272116461367,0.5043547110055424
0.12049272116461367,0.5051464766429137
0.12116461366181411,0.5051464766429137
0.12116461366181411,0.505938242280285
0.12183650615901456,0.505938242280285
